Symbol,TimeFrame,Date,Volume,Open,High,Low,Close,EMA_3,EMA_9,EMA_20,EMA_34,PPO_Line,PPO_Signal,PPO_Histogram,PMO_Line,PMO_Signal,EMA_9_Rising,EMA_34_Rising,PPO_Rising,PMO_Rising,EMA_9_Declining,EMA_34_Declining,PPO_Declining,PMO_Declining,TR_Status,Peak,Valley,Buy_Point,Days_From_Peak,Peak_Date,In_Buy_Zone,Distance_From_BP,Buy_Zone_Lower,Buy_Zone_Upper,Stop_Loss,Risk_Per_Share,Risk_Percentage,Buy_Signal,Exit_Signal,Exit_Reason,TR_Status_Enhanced,RS,Chaikin_AD
GOOGL,Daily,2025-05-12,44138818,157.49,159.1,156.25,158.46,158.46,158.46,158.46,158.46,0.0,0.0,0.0,,,False,False,False,False,True,True,True,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GOOGL,Daily,2025-05-13,42382126,158.79,160.57,156.16,159.53,158.995,158.674,158.56190476190477,158.52114285714288,0.05383910947667343,0.010767821895334687,0.04307128758133875,6.7524927426478865,6.7524927426478865,False,False,False,False,True,True,True,True,Neutral Buy,False,False,,,,False,,,,,,,False,False,,Neutral Buy ↑,50.0,50.0
GOOGL,Daily,2025-05-14,48755869,159.96,167.0,159.61,165.37,162.1825,160.0132,159.21029478458053,158.912506122449,0.3880196658653348,0.08621819068933471,0.3018014751760001,6.9104559272528405,6.781213321666969,False,False,False,False,True,True,True,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GOOGL,Daily,2025-05-15,33146669,165.84,166.21,162.37,163.96,163.07125000000002,160.80256000000003,159.66264766223952,159.20093434402335,0.5735204071430073,0.18367863398006923,0.3898417731629381,6.96375890873982,6.814403428407487,True,True,True,False,False,False,False,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GOOGL,Daily,2025-05-16,42846925,167.72,169.35,165.62,166.19,164.630625,161.88004800000002,160.28430026583575,159.60030952436486,0.8220184563965588,0.31134659846336715,0.5106718579331917,7.044423199027641,6.856225204883878,True,True,True,True,False,False,False,False,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GOOGL,Daily,2025-05-19,30426097,164.51,166.64,164.22,166.54,165.5853125,162.8120384,160.880081192899,159.99686326582975,1.0230728160768892,0.4536918419860716,0.5693809740908176,7.087221521296863,6.898224535140784,True,True,True,True,False,False,False,False,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GOOGL,Daily,2025-05-20,46607656,166.43,168.5,162.9,163.98,164.78265625,163.04563072,161.17531155548005,160.2244710792109,1.0418702451536221,0.5713275226195818,0.4705427225340404,7.00496239455876,6.917631418671325,True,True,True,True,False,False,False,False,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GOOGL,Daily,2025-05-21,73415956,163.69,173.14,163.56,168.56,166.671328125,164.148504576,161.87861521686293,160.7007870175417,1.2688283369234403,0.7108276854803535,0.5580006514430869,7.045387918536528,6.94085987319227,True,True,True,True,False,False,False,False,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GOOGL,Daily,2025-05-22,74864418,171.85,176.77,170.71,170.87,168.7706640625,165.4928036608,162.7349375771617,161.2818849022536,1.5426055586158314,0.8771832601074491,0.6654222985083823,7.115163861080179,6.972551507353708,True,True,True,True,False,False,False,False,Neutral,True,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GOOGL,Daily,2025-05-23,35211439,169.06,169.96,167.89,168.47,168.62033203125,166.08824292864,163.2811339983844,161.69263433641055,1.6208674303231794,1.0259200941505953,0.5949473361725841,7.062824628661469,6.988964802136937,True,True,True,True,False,False,False,False,Neutral,False,False,176.77,1.0,2025-05-22,True,-4.695366860892691,167.9315,185.60850000000002,162.62840000000003,14.141599999999983,8.0,False,False,,Neutral,50.0,50.0
GOOGL,Daily,2025-05-27,37995670,170.16,173.17,170.0,172.9,170.760166015625,167.450594342912,164.19721647472875,162.3330552314728,1.8758981996521151,1.1959157152508992,0.6799824844012159,7.119860989566264,7.012764108942268,True,True,True,True,False,False,False,False,Neutral,False,False,176.77,2.0,2025-05-22,True,-2.189285512247556,167.9315,185.60850000000002,162.62840000000003,14.141599999999983,8.0,False,False,,Neutral,50.0,50.0
GOOGL,Daily,2025-05-28,34783997,173.16,175.26,171.91,172.36,171.56008300781252,168.43247547432964,164.9746244295165,162.90602350396006,2.0255623999732095,1.3618450521953613,0.6637173477778482,7.114402358347647,7.031243790652337,True,True,True,False,False,False,False,True,Neutral,False,False,176.77,3.0,2025-05-22,True,-2.4947672116309305,167.9315,185.60850000000002,162.62840000000003,14.141599999999983,8.0,False,False,,Neutral,50.0,50.0
GOOGL,Daily,2025-05-29,29373803,174.0,174.42,170.63,171.86,171.71004150390627,169.11798037946372,165.63037448384827,163.41767930373376,2.093936958948118,1.5082634335459129,0.5856735254022052,7.056746927752197,7.035880724670493,True,True,True,False,False,False,False,True,Neutral,False,False,176.77,4.0,2025-05-22,True,-2.7776206369859118,167.9315,185.60850000000002,162.62840000000003,14.141599999999983,8.0,False,False,,Neutral,50.0,50.0
GOOGL,Daily,2025-05-30,52639911,171.35,172.21,167.44,171.74,171.72502075195314,169.642384303571,166.21224358062463,163.89324048637755,2.1166020839413755,1.6299311636250056,0.48667092031636994,6.966448823388978,7.023256742619308,True,True,True,False,False,False,False,True,Neutral,False,False,176.77,5.0,2025-05-22,True,-2.8455054590711097,167.9315,185.60850000000002,162.62840000000003,14.141599999999983,8.0,False,False,,Neutral,50.0,50.0
