Symbol,TimeFrame,Date,Open,High,Low,Close,Volume,EMA_3,EMA_9,EMA_20,EMA_34,PPO_Line,PPO_Signal,PMO_Line,PMO_Signal,TR_Status,TR_Status_Enhanced,RS,Chaikin_AD,Peak,Valley,Buy_Point,Buy_Zone_Lower,Buy_Zone_Upper,In_Buy_Zone,Distance_From_BP,Stop_Loss,Risk_Per_Share,Buy_Signal,Exit_Signal,Exit_Reason
IDXX,Daily,2020-11-11,443.690000,455.740000,443.690000,455.060000,432247,455.060000,455.060000,455.060000,455.060000,0.000000,0.000000,,,Neutral,Neutral,50.000000,50.000000,False,False,,,,False,,,,False,False,
IDXX,Daily,2020-11-12,459.620000,462.560000,445.060000,449.220000,396501,452.140000,453.892000,454.503810,454.726286,-0.102473,-0.020495,-12.833473,-12.833473,Neutral Sell,Neutral Sell ↓,50.000000,50.000000,False,False,,,,False,,,,False,False,
IDXX,Daily,2020-11-13,452.990000,458.350000,448.670000,453.640000,254364,452.890000,453.841600,454.421542,454.664212,-0.104050,-0.037206,-12.713511,-12.811661,Neutral,Neutral,50.000000,50.000000,False,False,,,,False,,,,False,False,
IDXX,Daily,2020-11-16,452.090000,459.430000,448.810000,455.370000,500036,454.130000,454.147280,454.511871,454.704543,-0.073717,-0.044508,-12.523559,-12.759279,Neutral,Neutral,50.000000,50.000000,False,False,,,,False,,,,False,False,
IDXX,Daily,2020-11-17,454.620000,457.000000,450.540000,455.850000,315420,454.990000,454.487824,454.639312,454.769998,-0.040691,-0.043745,-12.289406,-12.673848,Neutral Buy,Neutral Buy ↑,50.000000,50.000000,False,False,,,,False,,,,False,False,
IDXX,Daily,2020-11-18,451.360000,455.000000,443.650000,444.060000,347447,449.525000,452.402259,453.631759,454.157998,-0.221589,-0.079313,-12.161145,-12.580629,Neutral Sell,Neutral Sell ↓ 🔴EXIT,50.000000,50.000000,False,False,,,,False,,,,False,True,Downtrend Starting (Neutral Sell)
IDXX,Daily,2020-11-19,444.770000,457.810000,444.770000,457.190000,318476,453.357500,453.359807,453.970639,454.331255,-0.129919,-0.089435,-11.830757,-12.444289,Neutral,Neutral,50.000000,50.000000,False,False,,,,False,,,,False,False,
IDXX,Daily,2020-11-20,456.230000,469.130000,455.000000,464.290000,411438,458.823750,455.545846,454.953435,454.900326,0.067888,-0.057970,-11.403677,-12.255087,Neutral Buy,Neutral Buy ↑,50.000000,50.000000,True,False,,,,False,,,,False,False,
IDXX,Daily,2020-11-23,467.260000,467.260000,449.710000,459.790000,440853,459.306875,456.394677,455.414060,455.179736,0.142898,-0.017796,-11.029683,-12.032286,Neutral,Neutral,50.000000,50.000000,False,False,469.130000,445.673500,492.586500,True,-1.990919,431.599600,37.530400,False,False,
IDXX,Daily,2020-11-24,459.490000,466.770000,446.460000,446.830000,481483,453.068437,454.481741,454.596531,454.702608,-0.027040,-0.019645,-10.800885,-11.808395,Neutral Sell,Neutral Sell ↓,50.000000,50.000000,False,False,469.130000,445.673500,492.586500,True,-4.753480,431.599600,37.530400,False,False,
IDXX,Daily,2020-11-25,449.240000,454.820000,443.140000,446.480000,338900,449.774219,452.881393,453.823528,454.232745,-0.166390,-0.048994,-10.552374,-11.580027,Neutral,Neutral,50.000000,50.000000,False,True,469.130000,445.673500,492.586500,True,-4.828086,431.599600,37.530400,False,False,
IDXX,Daily,2020-11-27,452.050000,455.970000,446.680000,454.230000,173865,452.002109,453.151114,453.862239,454.232588,-0.137477,-0.066691,-10.192348,-11.327722,Neutral,Neutral,50.000000,50.000000,False,False,469.130000,445.673500,492.586500,True,-3.176092,431.599600,37.530400,False,False,
IDXX,Daily,2020-11-30,454.770000,461.090000,451.310000,460.980000,589814,456.491055,454.716892,454.540121,454.618155,0.005322,-0.052288,-9.752153,-11.041255,Neutral Buy,Neutral Buy ↑,50.000000,50.000000,False,False,469.130000,445.673500,492.586500,True,-1.737258,431.599600,37.530400,False,False,
